	Fecha	Día de la Semana	Uds.V	Base	Impuestos	Neto	Venta/Uds	Docs	Venta/Doc
186	27/06/2024	4	175	12,781.8968	2,045.1032	14,827	84.72571429	45	329.48888889
187	26/06/2024	3	172	18,553.0175	2,968.4825	21,521.5	125.125	53	406.06603774
188	25/06/2024	2	116	10,206.0346	1,632.9654	11,839	102.06034483	36	328.86111111
189	24/06/2024	1	97	23,910.3453	3,825.6547	27,736	285.93814433	37	749.62162162
190	23/06/2024	7	511	68,268.1034	10,922.8966	79,191	154.97260274	133	595.42105263
191	22/06/2024	6	601	54,374.1388	8,699.8612	63,074	104.9484193	190	331.96842105
192	21/06/2024	5	96	9,252.5863	1,480.4137	10,733	111.80208333	30	357.76666667
193	20/06/2024	4	234	17,709.4829	2,833.5171	20,543	87.79059829	67	306.6119403
194	19/06/2024	3	49	4,732.7586	757.2414	5,490	112.04081633	12	457.5
195	18/06/2024	2	173	12,537.069	2,005.931	14,543	84.06358382	51	285.15686275
196	17/06/2024	1	88	13,402.587	2,144.413	15,547	176.67045455	34	457.26470588
197	16/06/2024	7	327	23,255.604	3,720.896	26,976.5	82.4969419	89	303.10674157
198	15/06/2024	6	413	36,342.2417	5,814.7583	42,157	102.07506053	124	339.97580645
199	14/06/2024	5	232	19,558.6206	3,129.3794	22,688	97.79310345	70	324.11428571
200	13/06/2024	4	261	17,452.5757	2,792.4243	20,245	77.56704981	83	243.91566265
201	12/06/2024	3	129	9,030.1726	1,444.8274	10,475	81.20155039	38	275.65789474
202	11/06/2024	2	75	5,400	864	6,264	83.52	24	261
203	10/06/2024	1	717	7,144.8274	1,143.1726	8,288	11.55927476	45	184.17777778
204	09/06/2024	7	568	43,206.0355	6,912.9645	50,119	88.23767606	159	315.21383648
205	08/06/2024	6	473	44,413.0175	7,106.0825	51,519.1	108.91987315	145	355.30413793
206	07/06/2024	5	190	15,687.9309	2,510.0691	18,198	95.77894737	52	349.96153846
207	06/06/2024	4	89	29,760.3449	4,761.6551	34,522	387.88764045	25	1,380.88
208	05/06/2024	3	125	10,716.3796	1,714.6204	12,431	99.448	38	327.13157895
209	04/06/2024	2	131	12,204.3106	1,952.6894	14,157	108.06870229	36	393.25
210	03/06/2024	1	142	13,019.8271	2,083.1729	15,103	106.35915493	46	328.32608696
211	02/06/2024	7	465	40,825.8619	6,532.1381	47,358	101.84516129	141	335.87234043
212	01/06/2024	6	650	59,202.5848	9,472.4152	68,675	105.65384615	170	403.97058824
213	31/05/2024	5	348	27,006.8956	4,321.1044	31,328	90.02298851	113	277.23893805
214	30/05/2024	4	151	11,841.3787	1,894.6213	13,736	90.96688742	39	352.20512821
215	29/05/2024	3	104	9,741.3794	1,558.6206	11,300	108.65384615	32	353.125
216	28/05/2024	2	33	3,885.3449	621.6551	4,507	136.57575758	11	409.72727273
217	27/05/2024	1	182	12,937.9318	2,070.0682	15,008	82.46153846	53	283.16981132
218	26/05/2024	7	407	35,631.0342	5,700.9658	41,332	101.55282555	132	313.12121212
219	25/05/2024	6	721	104,418.102	16,706.898	121,125	167.99583911	200	605.625
220	24/05/2024	5	224	17,723.2764	2,835.7236	20,559	91.78125	65	316.29230769
221	23/05/2024	4	143	16,885.3451	2,701.6549	19,587	136.97202797	51	384.05882353
222	22/05/2024	3	358	21,226.7247	3,396.2753	24,623	68.77932961	78	315.67948718
223	21/05/2024	2	4	4,870.6897	779.3103	5,650	1,412.5	2	2,825
224	20/05/2024	1	187	18,645.6903	2,983.3097	21,629	115.6631016	60	360.48333333
225	19/05/2024	7	514	50,228.4468	8,036.5532	58,265	113.35603113	145	401.82758621
226	18/05/2024	6	464	56,677.5842	9,068.4158	65,746	141.69396552	123	534.5203252
227	17/05/2024	5	211	30,562.9303	4,890.0697	35,453	168.02369668	62	571.82258065
228	16/05/2024	4	84	8,252.5862	1,320.4138	9,573	113.96428571	24	398.875
229	15/05/2024	3	498	51,728.4489	8,276.5511	60,005	120.49196787	150	400.03333333
230	13/05/2024	1	32	11,650.8622	1,864.1378	13,515	422.34375	15	901
231	12/05/2024	7	602	53,920.6883	8,627.3117	62,548	103.90033223	187	334.48128342
232	11/05/2024	6	471	43,328.4479	6,932.5521	50,261	106.71125265	145	346.62758621
233	10/05/2024	5	210	15,738.7927	2,518.2073	18,257	86.93809524	61	299.29508197
234	09/05/2024	4	219	18,983.6211	3,037.3789	22,021	100.55251142	53	415.49056604
235	08/05/2024	3	107	9,282.7586	1,485.2414	10,768	100.63551402	26	414.15384615
236	07/05/2024	2	75	6,672.3988	1,067.6012	7,740	103.2	27	286.66666667
237	06/05/2024	1	153	11,355.1812	1,816.8188	13,172	86.09150327	45	292.71111111
238	05/05/2024	7	470	50,713.829	8,114.171	58,828	125.16595745	145	405.71034483
239	04/05/2024	6	544	53,142.3012	8,502.6988	61,645	113.31801471	154	400.29220779
240	03/05/2024	5	219	21,031.0246	3,364.9754	24,396	111.39726027	72	338.83333333
241	02/05/2024	4	166	13,153.4576	2,104.5424	15,258	91.91566265	48	317.875
242	01/05/2024	3	1,053	77,878.0833	12,460.5867	90,338.67	85.7917094	258	350.14988372
243	30/04/2024	2	1,377	106,277.4858	17,004.5142	123,282	89.52941176	328	375.8597561
244	29/04/2024	1	296	24,005.1611	3,840.8389	27,846	94.07432432	98	284.14285714
245	28/04/2024	7	730	68,657.7542	10,985.2458	79,643	109.1	208	382.89903846
246	27/04/2024	6	700	60,005.278	9,600.722	69,606	99.43714286	197	353.32994924
247	26/04/2024	5	372	34,362.9245	5,498.0755	39,861	107.15322581	111	359.10810811
248	25/04/2024	4	278	21,941.3733	3,510.6267	25,452	91.55395683	84	303
249	24/04/2024	3	114	8,552.571	1,368.429	9,921	87.02631579	35	283.45714286
250	23/04/2024	2	144	12,461.2072	1,993.7928	14,455	100.38194444	44	328.52272727
251	22/04/2024	1	88	9,700.8502	1,552.1498	11,253	127.875	27	416.77777778
252	21/04/2024	7	766	61,482.7464	9,837.2536	71,320	93.10704961	207	344.5410628
253	20/04/2024	6	719	61,869.8491	9,899.1509	71,769	99.8178025	209	343.3923445
254	19/04/2024	5	236	17,256.0208	2,760.9792	20,017	84.81779661	47	425.89361702
255	17/04/2024	3	135	12,439.6652	1,990.3348	14,430	106.88888889	41	351.95121951
256	16/04/2024	2	153	34,206.0508	5,472.9492	39,679	259.33986928	43	922.76744186
257	15/04/2024	1	158	13,881.0197	2,220.9803	16,102	101.91139241	43	374.46511628
258	14/04/2024	7	933	87,256.8514	13,961.1486	101,218	108.48660236	269	376.27509294
259	13/04/2024	6	619	58,087.3692	9,294.0308	67,381.4	108.8552504	191	352.78219895
260	12/04/2024	5	238	20,431.8698	3,269.1302	23,701	99.58403361	69	343.49275362
261	11/04/2024	4	234	25,485.3401	4,077.6599	29,563	126.33760684	48	615.89583333
262	10/04/2024	3	29	9,924.1445	1,587.8555	11,512	396.96551724	12	959.33333333
