	Fecha	Día de la Semana	Uds.V	Base	Impuestos	Neto	Venta/Uds	Docs	Venta/Doc
188	25/02/2025	2	219	50,520.65	8,083.35	58,604	267.59817352	40	1,465.1
189	24/02/2025	1	148	24,707.91	3,953.29	28,661.2	193.65675676	26	1,102.35384615
190	23/02/2025	7	499	77,857.75	12,457.25	90,315	180.99198397	83	1,088.13253012
191	22/02/2025	6	690	90,300.18	14,448.02	104,748.2	151.80898551	116	903.00172414
192	21/02/2025	5	339	51,381.9	8,221.1	59,603	175.820059	54	1,103.75925926
193	20/02/2025	4	260	29,378.44	4,700.56	34,079	131.07307692	25	1,363.16
194	19/02/2025	3	283	41,086.2	6,573.8	47,660	168.40989399	37	1,288.10810811
195	18/02/2025	2	158	21,659.48	3,465.52	25,125	159.01898734	23	1,092.39130435
196	17/02/2025	1	153	23,914.73	3,826.37	27,741.1	181.31437908	31	894.87419355
197	16/02/2025	7	456	63,980.86	10,236.94	74,217.8	162.75833333	106	700.16792453
198	15/02/2025	6	564	52,971.8	8,475.5	61,447.3	108.94911348	111	553.57927928
199	14/02/2025	5	408	59,245.53	9,479.27	68,724.8	168.44313725	75	916.33066667
200	13/02/2025	4	156	25,402.06	4,064.34	29,466.4	188.88717949	30	982.21333333
201	12/02/2025	3	145	14,760.36	2,361.64	17,122	118.08275862	22	778.27272727
202	11/02/2025	2	97	41,468.8	6,635	48,103.8	495.91546392	19	2,531.77894737
203	10/02/2025	1	71	9,213.79	1,474.21	10,688	150.53521127	11	971.63636364
204	09/02/2025	7	343	87,390.38	13,982.42	101,372.8	295.54752187	70	1,448.18285714
205	08/02/2025	6	481	79,632.74	12,741.26	92,374	192.04573805	82	1,126.51219512
206	07/02/2025	5	722	79,989.09	12,798.21	92,787.3	128.51426593	86	1,078.92209302
207	06/02/2025	4	198	34,125.01	5,459.99	39,585	199.92424242	28	1,413.75
208	05/02/2025	3	51	5,115.94	818.56	5,934.5	116.3627451	10	593.45
209	04/02/2025	2	74	18,272.24	2,923.56	21,195.8	286.42972973	13	1,630.44615385
210	03/02/2025	1	690	60,131.88	9,620.94	69,752.82	101.09104348	157	444.28547771
211	02/02/2025	7	544	56,580.51	9,052.89	65,633.4	120.64963235	109	602.1412844
212	01/02/2025	6	486	54,733.12	8,757.28	63,490.4	130.63868313	89	713.3752809
213	31/01/2025	5	624	47,194.84	7,551.16	54,746	87.73397436	96	570.27083333
214	30/01/2025	4	101	10,258.62	1,641.38	11,900	117.82178218	11	1,081.81818182
215	29/01/2025	3	321	26,977.77	4,316.43	31,294.2	97.48971963	36	869.28333333
216	28/01/2025	2	287	58,964.32	9,434.28	68,398.6	238.32264808	26	2,630.71538462
217	27/01/2025	1	8	13,362.07	2,137.93	15,500	1,937.5	3	5,166.66666667
218	26/01/2025	7	518	61,509.26	9,841.54	71,350.8	137.74285714	108	660.65555556
219	25/01/2025	6	540	78,271.61	12,523.39	90,795	168.13888889	88	1,031.76136364
220	24/01/2025	5	640	70,534.51	11,285.49	81,820	127.84375	107	764.6728972
221	23/01/2025	4	215	29,200.87	4,672.13	33,873	157.54883721	31	1,092.67741935
222	22/01/2025	3	286	43,732.72	6,997.28	50,730	177.37762238	58	874.65517241
223	21/01/2025	2	159	29,183.64	4,669.36	33,853	212.91194969	21	1,612.04761905
224	20/01/2025	1	90	22,574.99	3,612.01	26,187	290.96666667	14	1,870.5
225	19/01/2025	7	429	57,129.92	9,140.78	66,270.7	154.47715618	76	871.98289474
226	18/01/2025	6	572	89,027.79	14,244.41	103,272.2	180.5458042	88	1,173.54772727
227	17/01/2025	5	491	58,247.24	9,319.56	67,566.8	137.61059063	67	1,008.45970149
228	16/01/2025	4	223	44,505.09	7,120.81	51,625.9	231.50627803	34	1,518.40882353
229	15/01/2025	3	71	32,892.22	5,262.78	38,155	537.3943662	18	2,119.72222222
230	14/01/2025	2	65	113,263.79	18,122.21	131,386	2,021.32307692	16	8,211.625
231	13/01/2025	1	89	22,408.6	3,585.4	25,994	292.06741573	15	1,732.93333333
232	12/01/2025	7	1,020	123,372.4	19,739.6	143,112	140.30588235	121	1,182.74380165
233	11/01/2025	6	571	73,699.11	11,791.89	85,491	149.72154116	117	730.69230769
234	10/01/2025	5	390	51,940.33	8,310.47	60,250.8	154.48923077	63	956.36190476
235	09/01/2025	4	180	56,075.02	8,971.98	65,047	361.37222222	39	1,667.87179487
236	08/01/2025	3	315	93,788.82	15,006.18	108,795	345.38095238	59	1,843.98305085
237	07/01/2025	2	359	56,766.04	9,082.56	65,848.6	183.42228412	47	1,401.03404255
238	06/01/2025	1	247	22,223.3	3,555.7	25,779	104.36842105	51	505.47058824
239	05/01/2025	7	526	49,829.17	7,972.63	57,801.8	109.88935361	119	485.72941176
240	04/01/2025	6	621	66,695.55	10,671.25	77,366.8	124.584219	120	644.72333333
241	03/01/2025	5	375	38,107.1	6,097.1	44,204.2	117.87786667	70	631.48857143
242	02/01/2025	4	411	53,466.4141	8,554.5859	62,021	150.9026764	70	886.01428571
243	01/01/2025	3	204	19,482.7797	3,117.2203	22,600	110.78431373	32	706.25
243			76,816	10,395,649.7538	1,663,300.7162	12,058,950.47	156.98487906165383	14,990	804.4663422281521
