	Fecha	Día de la Semana	Uds.V	Base	Impuestos	Neto	Venta/Uds	Docs	Venta/Doc
23	07/12/2024	6	370	44,054.571	7,048.729	51,103.3	138.11702703	72	709.76805556
24	06/12/2024	5	289	55,890.8644	8,942.5356	64,833.4	224.33702422	57	1,137.42807018
25	05/12/2024	4	131	8,184.483	1,309.517	9,494	72.47328244	20	474.7
26	04/12/2024	3	339	23,166.5528	3,706.6472	26,873.2	79.2719764	51	526.9254902
27	03/12/2024	2	182	28,998.2766	4,639.7234	33,638	184.82417582	34	989.35294118
28	02/12/2024	1	112	15,883.4482	2,541.3518	18,424.8	164.50714286	12	1,535.4
29	01/12/2024	7	238	30,088.6216	4,814.1784	34,902.8	146.65042017	54	646.34814815
30	30/11/2024	6	707	171,636.3819	27,461.8181	199,098.2	281.60990099	86	2,315.09534884
31	29/11/2024	5	367	99,184.9159	15,869.5841	115,054.5	313.5	102	1,127.98529412
32	28/11/2024	4	170	19,117.5863	3,058.8137	22,176.4	130.44941176	27	821.34814815
33	27/11/2024	3	250	45,293.3626	7,246.9374	52,540.3	210.1612	35	1,501.15142857
34	26/11/2024	2	88	18,830.1725	3,012.8275	21,843	248.21590909	17	1,284.88235294
35	25/11/2024	1	126	26,248.2762	4,199.7238	30,448	241.65079365	22	1,384
36	24/11/2024	7	406	41,115.0886	6,578.4114	47,693.5	117.47167488	81	588.80864198
37	23/11/2024	6	446	71,262.1573	11,401.9427	82,664.1	185.3455157	92	898.52282609
38	22/11/2024	5	232	26,377.156	4,220.344	30,597.5	131.88577586	39	784.55128205
39	21/11/2024	4	263	36,539.5696	5,846.3304	42,385.9	161.16311787	42	1,009.18809524
40	20/11/2024	3	94	11,217.2416	1,794.7584	13,012	138.42553191	18	722.88888889
41	19/11/2024	2	164	26,619.8281	4,259.1719	30,879	188.28658537	19	1,625.21052632
42	18/11/2024	1	542	42,592.2518	6,814.7582	49,407.01	91.15684502	88	561.44329545
43	17/11/2024	7	261	26,411.2069	4,225.7931	30,637	117.38314176	59	519.27118644
44	16/11/2024	6	431	56,521.8023	9,043.4977	65,565.3	152.12366589	64	1,024.4578125
45	15/11/2024	5	484	71,634.8291	11,461.5709	83,096.4	171.68677686	71	1,170.37183099
46	14/11/2024	4	286	91,718.9658	14,675.0342	106,394	372.00699301	47	2,263.70212766
47	13/11/2024	3	107	56,680.1728	9,068.8272	65,749	614.47663551	13	5,057.61538462
48	12/11/2024	2	69	34,350	5,496	39,846	577.47826087	15	2,656.4
49	11/11/2024	1	55	38,510.3449	6,161.6551	44,672	812.21818182	10	4,467.2
50	10/11/2024	7	425	75,485.8633	12,077.7367	87,563.6	206.032	83	1,054.98313253
51	09/11/2024	6	468	66,948.2782	10,711.7218	77,660	165.94017094	91	853.40659341
52	08/11/2024	5	442	88,291.3815	14,126.6185	102,418	231.71493213	78	1,313.05128205
53	07/11/2024	4	176	47,902.5863	7,664.4137	55,567	315.72159091	28	1,984.53571429
54	06/11/2024	3	85	24,045.0002	3,847.1998	27,892.2	328.14352941	17	1,640.71764706
55	05/11/2024	2	205	38,862.9313	6,218.0687	45,081	219.90731707	24	1,878.375
56	04/11/2024	1	115	10,718.2767	1,714.9233	12,433.2	108.11478261	17	731.36470588
57	03/11/2024	7	540	103,768.9671	16,603.0329	120,372	222.91111111	96	1,253.875
58	02/11/2024	6	425	53,523.5362	8,563.7638	62,087.3	146.08776471	76	816.93815789
59	01/11/2024	5	429	53,483.451	8,557.349	62,040.8	144.61724942	75	827.21066667
60	31/10/2024	4	95	42,508.2763	6,801.3237	49,309.6	519.04842105	24	2,054.56666667
61	30/10/2024	3	109	34,974.1384	5,595.8616	40,570	372.20183486	23	1,763.91304348
62	29/10/2024	2	196	26,095.6913	4,175.3087	30,271	154.44387755	38	796.60526316
63	28/10/2024	1	64	17,281.8969	2,765.1031	20,047	313.234375	12	1,670.58333333
64	27/10/2024	7	474	68,747.7602	10,999.6398	79,747.4	168.24345992	101	789.57821782
65	26/10/2024	6	593	93,162.9324	14,906.0676	108,069	182.24114671	125	864.552
66	25/10/2024	5	400	66,094.7863	10,575.1637	76,669.95	191.674875	93	824.40806452
67	24/10/2024	4	176	27,620.6904	4,419.3096	32,040	182.04545455	30	1,068
68	23/10/2024	3	80	25,513.6205	4,082.1795	29,595.8	369.9475	23	1,286.77391304
69	22/10/2024	2	84	43,195.1725	6,911.2275	50,106.4	596.5047619	21	2,386.01904762
70	21/10/2024	1	174	27,885.0009	4,461.5991	32,346.6	185.9	37	874.23243243
71	20/10/2024	7	588	80,459.7431	12,873.5569	93,333.3	158.73010204	124	752.68790323
72	19/10/2024	6	506	78,088.7951	12,494.2049	90,583	179.01778656	98	924.31632653
73	18/10/2024	5	283	62,025.0005	9,923.9995	71,949	254.23674912	45	1,598.86666667
74	17/10/2024	4	118	22,724.3105	3,635.8895	26,360.2	223.39152542	26	1,013.85384615
75	16/10/2024	3	51	32,752.5863	5,240.4137	37,993	744.96078431	18	2,110.72222222
76	15/10/2024	2	72	34,571.5515	5,531.4485	40,103	556.98611111	21	1,909.66666667
77	14/10/2024	1	78	13,584.4832	2,173.5168	15,758	202.02564103	8	1,969.75
78	13/10/2024	7	368	42,953.0092	6,872.4908	49,825.5	135.39538043	97	513.66494845
79	12/10/2024	6	722	90,237.2349	14,437.9651	104,675.2	144.97950139	118	887.0779661
80	11/10/2024	5	231	67,028.0185	10,724.4815	77,752.5	336.59090909	39	1,993.65384615
81	10/10/2024	4	229	43,214.6557	6,914.3443	50,129	218.90393013	29	1,728.5862069
82	09/10/2024	3	50	20,036.2069	3,205.7931	23,242	464.84	16	1,452.625
83	08/10/2024	2	17	22,114.3104	3,538.2896	25,652.6	1,508.97647059	13	1,973.27692308
84	07/10/2024	1	88	12,267.6727	1,962.8273	14,230.5	161.71022727	15	948.7
85	06/10/2024	7	641	109,672.8476	17,547.6524	127,220.5	198.47191888	158	805.19303797
86	05/10/2024	6	580	102,524.8735	16,403.9765	118,928.85	205.04974138	118	1,007.87161017
87	04/10/2024	5	361	57,830.6043	9,252.8957	67,083.5	185.82686981	74	906.53378378
88	03/10/2024	4	84	38,629.3104	6,180.6896	44,810	533.45238095	22	2,036.81818182
89	02/10/2024	3	60	14,550.862	2,328.138	16,879	281.31666667	27	625.14814815
90	01/10/2024	2	669	93,208.4067	14,913.3433	108,121.75	161.61696562	116	932.08405172
91	30/09/2024	1	118	13,385.1727	2,141.6273	15,526.8	131.58305085	25	621.072
92	29/09/2024	7	575	91,915.5206	14,706.4794	106,622	185.42956522	120	888.51666667
93	28/09/2024	6	736	98,098.2775	15,695.7225	113,794	154.61141304	145	784.7862069
94	27/09/2024	5	838	100,149.4859	16,023.9141	116,173.4	138.63174224	203	572.28275862
95	26/09/2024	4	99	24,272.5004	3,883.5996	28,156.1	284.40505051	29	970.9
96	25/09/2024	3	59	22,990.517	3,678.483	26,669	452.01694915	17	1,568.76470588
97	24/09/2024	2	77	23,204.6556	3,712.7444	26,917.4	349.57662338	11	2,447.03636364
98	23/09/2024	1	39	11,372.9311	1,819.6689	13,192.6	338.27179487	9	1,465.84444444
99	22/09/2024	7	752	110,748.2779	17,719.7221	128,468	170.83510638	161	797.9378882
100	21/09/2024	6	645	102,311.8889	16,369.9111	118,681.8	184.0027907	125	949.4544
101	20/09/2024	5	207	56,412.5015	9,025.9985	65,438.5	316.12801932	38	1,722.06578947
102	19/09/2024	4	89	8,694.1385	1,391.0615	10,085.2	113.31685393	19	530.8
103	18/09/2024	3	113	13,350.6473	2,136.1027	15,486.75	137.05088496	19	815.09210526
104	17/09/2024	2	181	26,703.1487	4,272.5013	30,975.65	171.13618785	16	1,935.978125
105	16/09/2024	1	775	80,060.347	12,809.653	92,870	119.83225806	149	623.2885906
106	15/09/2024	7	379	59,718.7515	9,554.9985	69,273.75	182.78034301	96	721.6015625
107	14/09/2024	6	485	93,806.0371	15,008.9629	108,815	224.36082474	105	1,036.33333333
108	13/09/2024	5	356	61,237.6737	9,798.0263	71,035.7	199.53848315	68	1,044.64264706
109	12/09/2024	4	104	25,412.0694	4,065.9306	29,478	283.44230769	23	1,281.65217391
110	11/09/2024	3	79	25,843.535	4,134.965	29,978.5	379.47468354	18	1,665.47222222
111	10/09/2024	2	213	28,819.4834	4,611.1166	33,430.6	156.95117371	29	1,152.77931034
112	09/09/2024	1	161	26,349.0517	4,215.8483	30,564.9	189.84409938	44	694.65681818
113	08/09/2024	7	590	69,260.002	11,081.598	80,341.6	136.17220339	121	663.98016529
114	07/09/2024	6	676	84,551.7266	13,528.2734	98,080	145.0887574	126	778.41269841
115	06/09/2024	5	305	63,289.6574	10,126.3426	73,416	240.70819672	84	874
116	05/09/2024	4	130	44,274.1385	7,083.8615	51,358	395.06153846	24	2,139.91666667
117	04/09/2024	3	100	9,610.3448	1,537.6552	11,148	111.48	19	586.73684211
118	03/09/2024	2	38	-2,098.4483	-335.7517	-2,434.2	-64.05789474	15	-162.28
119	02/09/2024	1	84	28,979.4826	4,636.7174	33,616.2	400.19285714	19	1,769.27368421
120	01/09/2024	7	621	88,331.8986	14,133.1014	102,465	165	114	898.81578947
121	31/08/2024	6	580	102,815.5199	16,450.4801	119,266	205.63103448	113	1,055.45132743
122	30/08/2024	5	484	82,531.6834	13,205.0666	95,736.75	197.80320248	83	1,153.45481928
123	29/08/2024	4	70	51,387.0688	8,221.9312	59,609	851.55714286	14	4,257.78571429
124	28/08/2024	3	105	8,784.5689	1,405.5311	10,190.1	97.04857143	20	509.505
125	27/08/2024	2	113	30,811.9401	4,929.9099	35,741.85	316.29955752	24	1,489.24375
126	26/08/2024	1	141	39,794.3969	6,367.1031	46,161.5	327.38652482	30	1,538.71666667
127	25/08/2024	7	659	63,565.9503	10,170.5497	73,736.5	111.89150228	116	635.65948276
128	24/08/2024	6	649	82,409.102	13,185.438	95,594.54	147.29513097	113	845.96938053
129	23/08/2024	5	675	72,654.471	11,624.729	84,279.2	124.85807407	149	565.63221477
130	22/08/2024	4	553	92,032.7576	14,725.2424	106,758	193.05244123	117	912.46153846
131	21/08/2024	3	312	108,706.034	17,392.966	126,099	404.16346154	73	1,727.38356164
132	20/08/2024	2	388	65,606.1046	10,496.9654	76,103.07	196.14193299	93	818.31258065
133	19/08/2024	1	306	59,274.9984	9,484.0016	68,759	224.70261438	72	954.98611111
134	18/08/2024	7	569	86,440.2332	13,830.4368	100,270.67	176.22261863	117	857.0142735
135	17/08/2024	6	635	62,751.4658	10,040.2342	72,791.7	114.63259843	124	587.02983871
136	16/08/2024	5	479	97,213.1036	15,554.0964	112,767.2	235.42212944	97	1,162.54845361
137	15/08/2024	4	329	44,665.5268	7,146.4732	51,812	157.48328267	63	822.41269841
138	14/08/2024	3	450	46,023.1289	7,363.7011	53,386.83	118.6374	93	574.05193548
139	13/08/2024	2	337.0705	112,793.701	18,046.989	130,840.69	388.17010091	71	1,842.82661972
140	12/08/2024	1	313	44,568.2755	7,130.9245	51,699.2	165.17316294	50	1,033.984
141	11/08/2024	7	533	67,956.3906	10,873.0094	78,829.4	147.89756098	117	673.75555556
142	10/08/2024	6	703	63,318.7947	10,131.0053	73,449.8	104.48051209	117	627.77606838
143	09/08/2024	5	545	53,124.8293	8,499.9707	61,624.8	113.07302752	88	700.28181818
144	08/08/2024	4	364	53,282.4744	8,525.1956	61,807.67	169.80129121	64	965.74484375
145	07/08/2024	3	424	41,219.8267	6,595.1733	47,815	112.77122642	76	629.14473684
146	06/08/2024	2	223	30,426.7231	4,868.2769	35,295	158.2735426	46	767.2826087
147	05/08/2024	1	293	38,051.0339	6,088.1661	44,139.2	150.64573379	65	679.06461538
148	04/08/2024	7	485	51,609.7937	8,257.5663	59,867.36	123.43785567	94	636.88680851
149	03/08/2024	6	479	77,193.9746	12,351.0254	89,545	186.94154489	102	877.89215686
150	02/08/2024	5	449	49,193.4578	7,870.9422	57,064.4	127.0922049	84	679.33809524
151	01/08/2024	4	456	70,597.9315	11,295.6685	81,893.6	179.59122807	90	909.92888889
152	31/07/2024	3	286	33,551.449	5,368.221	38,919.67	136.08276224	70	555.99528571
153	30/07/2024	2	253	27,615.5172	4,418.4828	32,034	126.61660079	52	616.03846154
154	29/07/2024	1	187	24,786.2924	3,965.8076	28,752.1	153.75454545	48	599.00208333
155	28/07/2024	7	457	42,271.5523	6,763.4477	49,035	107.297593	94	521.64893617
156	27/07/2024	6	770	94,829.8285	15,172.7715	110,002.6	142.86051948	140	785.73285714
157	26/07/2024	5	653	76,956.6298	12,313.0602	89,269.69	136.7070291	147	607.27680272
158	25/07/2024	4	594	71,289.1337	11,406.2663	82,695.4	139.21784512	118	700.80847458
159	24/07/2024	3	354	35,876.7436	5,740.2564	41,617	117.56214689	80	520.2125
160	23/07/2024	2	299	32,373.2437	5,179.7163	37,552.96	125.59518395	74	507.47243243
161	22/07/2024	1	165	22,920.7094	3,667.2906	26,588	161.13939394	38	699.68421053
162	21/07/2024	7	506	74,837.0693	11,973.9307	86,811	171.56324111	126	688.97619048
163	20/07/2024	6	733	70,403.8798	11,264.6202	81,668.5	111.41678035	134	609.46641791
164	19/07/2024	5	463	52,208.6204	8,353.3796	60,562	130.80345572	102	593.74509804
165	18/07/2024	4	347.999	56,183.8855	8,989.4345	65,173.32	187.28019333	80	814.6665
166	17/07/2024	3	383	56,461.2162	9,033.7838	65,495	171.00522193	94	696.75531915
167	16/07/2024	2	359	30,418.9937	4,867.0363	35,286.03	98.28977716	78	452.385
168	15/07/2024	1	560	34,368.9661	5,499.0339	39,868	71.19285714	71	561.52112676
169	14/07/2024	7	491	69,227.933	11,076.467	80,304.4	163.55274949	123	652.88130081
170	13/07/2024	6	459	63,602.5987	10,176.4013	73,779	160.73856209	106	696.02830189
171	12/07/2024	5	496	74,151.2087	11,864.1913	86,015.4	173.41814516	120	716.795
172	11/07/2024	4	438	76,859.4838	12,297.5162	89,157	203.55479452	103	865.60194175
173	10/07/2024	3	419	40,413.794	6,466.206	46,880	111.88544153	84	558.0952381
174	09/07/2024	2	291	49,588.7936	7,934.2064	57,523	197.67353952	74	777.33783784
175	08/07/2024	1	251	43,473.276	6,955.724	50,429	200.9123506	44	1,146.11363636
176	07/07/2024	7	418	44,816.3815	7,170.6185	51,987	124.3708134	99	525.12121212
177	06/07/2024	6	609	57,602.5886	9,216.4114	66,819	109.71921182	112	596.59821429
178	05/07/2024	5	427	46,916.5531	7,506.6469	54,423.2	127.45480094	85	640.27294118
179	04/07/2024	4	554	126,549.3115	20,247.8885	146,797.2	264.97689531	97	1,513.37319588
180	03/07/2024	3	233	24,620.69	3,939.31	28,560	122.5751073	58	492.4137931
181	02/07/2024	2	304	74,035.0014	11,845.5986	85,880.6	282.50197368	56	1,533.58214286
182	01/07/2024	1	117	22,231.0343	3,556.9657	25,788	220.41025641	35	736.8
183	30/06/2024	7	516	58,345.8642	9,335.3358	67,681.2	131.16511628	124	545.81612903
184	29/06/2024	6	623	98,620.6927	15,779.3073	114,400	183.62760835	126	907.93650794
185	28/06/2024	5	494	104,071.1494	16,651.3806	120,722.53	244.37759109	156	773.86237179
186	27/06/2024	4	3	61,349.1379	9,815.8621	71,165	23,721.66666667	3	23,721.66666667
187	26/06/2024	3	359	40,876.8111	6,540.2889	47,417.1	132.0810585	62	764.79193548
188	25/06/2024	2	228	42,617.7587	6,818.8413	49,436.6	216.82719298	57	867.30877193
189	24/06/2024	1	160	22,491.8961	3,598.7039	26,090.6	163.06625	28	931.80714286
190	23/06/2024	7	632	103,102.417	16,496.383	119,598.8	189.23860759	132	906.05151515
191	22/06/2024	6	533	117,014.6567	18,722.3433	135,737	254.66604128	127	1,068.79527559
192	21/06/2024	5	407	52,736.2947	8,437.8053	61,174.1	150.304914	77	794.46883117
193	20/06/2024	4	207	73,479.8282	11,756.7718	85,236.6	411.77101449	35	2,435.33142857
194	19/06/2024	3	146	10,950.0003	1,751.9997	12,702	87	25	508.08
195	18/06/2024	2	187	21,093.018	3,374.882	24,467.9	130.84438503	27	906.21851852
196	17/06/2024	1	197	30,445.0007	4,871.1993	35,316.2	179.27005076	45	784.80444444
197	16/06/2024	7	187	19,517.5872	3,122.8128	22,640.4	121.07165775	34	665.89411765
198	15/06/2024	6	524	88,085.346	14,093.654	102,179	194.9980916	106	963.95283019
199	14/06/2024	5	362	70,243.4499	11,238.9501	81,482.4	225.08950276	93	876.15483871
200	13/06/2024	4	195	39,666.3795	6,346.6205	46,013	235.96410256	45	1,022.51111111
201	12/06/2024	3	95	19,140.5177	3,062.4823	22,203	233.71578947	31	716.22580645
202	11/06/2024	2	240	78,922.4148	12,627.5852	91,550	381.45833333	39	2,347.43589744
203	10/06/2024	1	268	25,794.5697	4,127.1303	29,921.7	111.64813433	64	467.5265625
204	09/06/2024	7	493	63,137.761	10,102.039	73,239.8	148.55943205	94	779.14680851
205	08/06/2024	6	728	97,801.7278	15,648.2722	113,450	155.83791209	160	709.0625
206	07/06/2024	5	427	50,097.4165	8,015.5835	58,113	136.09601874	81	717.44444444
207	06/06/2024	4	117	90,388.7935	14,462.2065	104,851	896.16239316	24	4,368.79166667
208	05/06/2024	3	66	12,499.1284	1,999.8716	14,499	219.68181818	7	2,071.28571429
209	04/06/2024	2	177	19,630.1731	3,140.8269	22,771	128.64971751	36	632.52777778
210	03/06/2024	1	101	16,703.4483	2,672.5517	19,376	191.84158416	19	1,019.78947368
211	02/06/2024	7	446	90,184.4843	14,429.5157	104,614	234.56053812	105	996.32380952
212	01/06/2024	6	471	99,286.5544	15,885.8456	115,172.4	244.52738854	71	1,622.14647887
213	31/05/2024	5	466	123,698.7857	19,791.8143	143,490.6	307.91974249	109	1,316.42752294
214	30/05/2024	4	179	14,538.7944	2,326.2056	16,865	94.21787709	28	602.32142857
215	29/05/2024	3	47	15,125.8621	2,420.1379	17,546	373.31914894	8	2,193.25
216	28/05/2024	2	155	25,712.0696	4,113.9304	29,826	192.42580645	35	852.17142857
217	27/05/2024	1	98	62,800.0004	10,047.9996	72,848	743.34693878	7	10,406.85714286
218	26/05/2024	7	534	70,986.0369	11,357.7631	82,343.8	154.20187266	123	669.46178862
219	25/05/2024	6	653	85,527.2448	13,684.3552	99,211.6	151.93200613	131	757.34045802
220	24/05/2024	5	257	28,650.8637	4,584.1363	33,235	129.31906615	48	692.39583333
221	23/05/2024	4	114	14,244.4834	2,279.1166	16,523.6	144.94385965	30	550.78666667
222	22/05/2024	3	39	17,623.276	2,819.724	20,443	524.17948718	8	2,555.375
223	21/05/2024	2	152	20,295.6903	3,247.3097	23,543	154.88815789	23	1,023.60869565
224	20/05/2024	1	125	57,362.0697	9,177.9303	66,540	532.32	25	2,661.6
225	19/05/2024	7	583	70,201.7275	11,232.2725	81,434	139.68096055	130	626.41538462
226	18/05/2024	6	477	88,295.6925	14,127.3075	102,423	214.72327044	68	1,506.22058824
227	17/05/2024	5	487	87,885.1756	14,061.6244	101,946.8	209.33634497	90	1,132.74222222
228	16/05/2024	4	40	64,982.7588	10,397.2412	75,380	1,884.5	13	5,798.46153846
229	15/05/2024	3	480	49,951.2082	7,992.1918	57,943.4	120.71541667	96	603.57708333
230	14/05/2024	2	129	30,597.4144	4,895.5856	35,493	275.13953488	24	1,478.875
231	13/05/2024	1	151	24,328.4492	3,892.5508	28,221	186.89403974	21	1,343.85714286
232	12/05/2024	7	391	52,521.1227	8,403.3773	60,924.5	155.81713555	86	708.4244186
233	11/05/2024	6	493	58,925.0027	9,427.9973	68,353	138.64705882	106	644.83962264
234	10/05/2024	5	73	7,396.5519	1,183.4481	8,580	117.53424658	23	373.04347826
235	09/05/2024	4	121	18,167.2423	2,906.7577	21,074	174.16528926	27	780.51851852
236	08/05/2024	3	66	6,855.1724	1,096.8276	7,952	120.48484848	16	497
237	07/05/2024	2	207	66,667.2812	10,666.7188	77,334	373.5942029	44	1,757.59090909
238	06/05/2024	1	134	15,283.6398	2,445.3602	17,729	132.30597015	26	681.88461538
239	05/05/2024	7	550.258	66,090.1409	10,574.3391	76,664.48	139.32460773	116	660.90068966
240	04/05/2024	6	624	81,033.6702	12,965.3298	93,999	150.63942308	128	734.3671875
241	03/05/2024	5	160	22,815.5703	3,650.4297	26,466	165.4125	35	756.17142857
242	02/05/2024	4	180	59,206.0594	9,472.9406	68,679	381.55	47	1,461.25531915
243	01/05/2024	3	820	122,812.9756	19,650.0244	142,463	173.73536585	153	931.13071895
244	30/04/2024	2	602.062	112,782.3827	18,045.1273	130,827.51	217.29906554	160	817.6719375
245	29/04/2024	1	176	15,456.4696	2,473.0304	17,929.5	101.87215909	51	351.55882353
246	28/04/2024	7	633.026	87,023.7631	13,923.7969	100,947.56	159.46826829	113	893.34123894
247	27/04/2024	6	722.05	134,622.2376	21,539.5624	156,161.8	216.27560418	174	897.4816092
248	26/04/2024	5	723.07	159,231.2736	25,477.0464	184,708.32	255.45012239	176	1,049.47909091
249	25/04/2024	4	219	34,151.7118	5,464.2882	39,616	180.89497717	62	638.96774194
250	24/04/2024	3	243.03	58,304.9778	9,328.8222	67,633.8	278.29403777	46	1,470.3
251	23/04/2024	2	105	15,891.4	2,542.6	18,434	175.56190476	28	658.35714286
252	22/04/2024	1	51	6,159.4902	985.5098	7,145	140.09803922	20	357.25
253	21/04/2024	7	652.52	67,923.2793	10,867.7007	78,790.98	120.74875866	150	525.2732
254	20/04/2024	6	529	106,463.9422	17,034.2578	123,498.2	233.45595463	119	1,037.8
255	19/04/2024	5	498.08	71,155.0328	11,384.7272	82,539.76	165.71586894	124	665.64322581
256	18/04/2024	4	172	31,052.1404	4,968.3596	36,020.5	209.42151163	48	750.42708333
257	17/04/2024	3	83	23,151.7309	3,704.2691	26,856	323.56626506	18	1,492
258	16/04/2024	2	175.094	28,686.9014	4,589.8886	33,276.79	190.05100118	49	679.11816327
259	15/04/2024	1	97	36,289.2405	5,806.2595	42,095.5	433.9742268	25	1,683.82
260	14/04/2024	7	607	76,027.5983	12,164.4017	88,192	145.29159802	141	625.4751773
261	13/04/2024	6	646.14	125,405.4684	20,064.8116	145,470.28	225.13740056	135	1,077.55762963
262	12/04/2024	5	587	68,165.2033	10,906.3967	79,071.6	134.70459966	111	712.35675676
263	11/04/2024	4	129.076	12,195.7103	1,951.2697	14,146.98	109.60193994	55	257.21781818
264	10/04/2024	3	119	8,864.6595	1,418.3405	10,283	86.41176471	13	791
265	09/04/2024	2	49	4,824.1366	771.8634	5,596	114.20408163	19	294.52631579
266	08/04/2024	1	151	32,056.0314	5,128.9686	37,185	246.25827815	36	1,032.91666667
267	07/04/2024	7	854	92,932.7695	14,869.2305	107,802	126.23185012	188	573.41489362
268	06/04/2024	6	727.118	81,311.9558	13,009.9442	94,321.9	129.72021047	148	637.31013514
269	05/04/2024	5	601	63,603.0603	10,176.4397	73,779.5	122.76123128	147	501.90136054
270	04/04/2024	4	822.112	90,837.3353	14,533.9547	105,371.29	128.17145352	195	540.36558974
271	03/04/2024	3	668.398	75,818.8664	12,130.9436	87,949.81	131.58299396	176	499.71482955
272	02/04/2024	2	558.046	56,987.7919	9,117.9681	66,105.76	118.45933848	136	486.07176471
273	01/04/2024	1	417	34,233.6643	5,477.3357	39,711	95.23021583	101	393.17821782
274	31/03/2024	7	676.312	77,553.9911	12,408.6189	89,962.61	133.01939046	170	529.19182353
275	30/03/2024	6	709.132	71,330.1918	11,412.8382	82,743.03	116.68212688	144	574.604375
276	29/03/2024	5	913	97,125.0047	15,539.9953	112,665	123.40087623	206	546.91747573
277	28/03/2024	4	932	85,903.9263	13,744.5737	99,648.5	106.91899142	232	429.51939655
278	27/03/2024	3	528	44,205.1886	7,072.8114	51,278	97.11742424	112	457.83928571
279	26/03/2024	2	506	46,274.2203	7,403.7797	53,678	106.08300395	116	462.74137931
280	25/03/2024	1	424.092	46,127.381	7,380.349	53,507.73	126.17009988	108	495.44194444
281	24/03/2024	7	422	55,726.5645	8,916.2355	64,642.8	153.18199052	103	627.6
282	23/03/2024	6	549	62,526.9126	10,004.2874	72,531.2	132.1151184	139	521.80719424
283	22/03/2024	5	534.21	112,468.163	17,994.957	130,463.12	244.21691844	127	1,027.26866142
284	21/03/2024	4	21	31,639.6602	5,062.3398	36,702	1,747.71428571	13	2,823.23076923
285	20/03/2024	3	138	10,148.2808	1,623.7192	11,772	85.30434783	15	784.8
286	19/03/2024	2	157	17,296.4302	2,767.3698	20,063.8	127.79490446	43	466.6
287	18/03/2024	1	802.136	73,291.3898	11,726.5102	85,017.9	105.98938335	186	457.08548387
288	17/03/2024	7	982.106	114,293.535	18,286.975	132,580.51	134.99613076	219	605.39045662
289	16/03/2024	6	901.226	95,098.6879	15,215.7821	110,314.47	122.40489067	231	477.55181818
290	15/03/2024	5	689.086	74,991.1193	11,998.5507	86,989.67	126.23920672	153	568.55993464
291	14/03/2024	4	240	25,626.3822	4,100.2178	29,726.6	123.86083333	39	762.22051282
292	13/03/2024	3	211	19,362.0813	3,097.9187	22,460	106.44549763	42	534.76190476
293	12/03/2024	2	125	26,281.0744	4,204.9256	30,486	243.888	25	1,219.44
294	11/03/2024	1	171	13,650.7373	2,184.0627	15,834.8	92.60116959	45	351.88444444
295	10/03/2024	7	668.04	107,799.7847	17,247.9753	125,047.76	187.18603676	180	694.70977778
296	09/03/2024	6	820.068	92,858.9059	14,857.3541	107,716.26	131.35040021	221	487.4038914
297	08/03/2024	5	859.19	91,435.9133	14,629.7567	106,065.67	123.44844563	230	461.15508696
298	07/03/2024	4	219.232	33,352.64	5,336.43	38,689.07	176.47546891	68	568.95691176
299	06/03/2024	3	261	20,135.8706	3,221.7294	23,357.6	89.49272031	65	359.34769231
